epoch,train_loss,val_loss
1,2.24994759126143,
2,2.184503815390847,
3,2.180450103499673,
4,2.16034442728216,
5,2.1785120205445723,2.173814376195272
6,2.1536068482832476,
7,2.191827557303689,
8,2.1849380406466397,
9,2.1719090071591465,
10,2.2302931438792837,2.164123773574829
11,2.181814367120916,
12,2.170118201862682,
13,2.1666726632551714,
14,2.178880377249284,
15,2.1615238189697266,2.1736088593800864
16,2.164365443316373,
17,2.1695137457414106,
18,2.1588457064195112,
19,2.2302105101672085,
20,2.1674620888449927,2.1676193873087564
21,2.1727618954398413,
22,2.1632897637107154,
23,2.1713358488949863,
24,2.1651428612795742,
25,2.198691053823991,2.1679044564565024
26,2.164200706915422,
27,2.1609908884221856,
28,2.177303769371726,
29,2.1539383259686558,
30,2.1961776343258945,2.1675167083740234
31,2.164040608839555,
32,2.1874446001919834,
33,2.159249327399514,
34,2.1968528899279507,
35,2.1637727347287266,2.172490199406942
36,2.1548423767089844,
37,2.176935456015847,
38,2.161241964860396,
39,2.175163886763833,
40,2.167610927061601,2.1738522052764893
41,2.160248041152954,
42,2.1768027435649526,
43,2.1640002727508545,
44,2.212843894958496,
45,2.165872237899087,2.1669960816701255
46,2.1891075589440088,
47,2.1825277263467964,
48,2.1615887230092827,
49,2.1618967923251065,
50,2.175619049505754,2.1725624402364097
51,2.1848832802339033,
52,2.163433475927873,
53,2.1685784730044277,
54,2.166641343723644,
55,2.165648503737016,2.1655729611714682
56,2.1977886069904673,
57,2.170549847862937,
58,2.180906664241444,
59,2.167656486684626,
60,2.1650597615675493,2.175155242284139
61,2.1724063699895684,
62,2.1753937114368784,
63,2.1740287217226895,
64,2.162800897251476,
65,2.170063864101063,2.1671365896860757
66,2.1556565978310327,
67,2.159067890860818,
68,2.1725350509990347,
69,2.1856356859207153,
70,2.1629250808195635,2.1715735594431558
71,2.1638628352772105,
72,2.1563968658447266,
73,2.1714459549296987,
74,2.1681126789613203,
75,2.1610769792036577,2.170725425084432
